export_date,playerid,is_generated,firstname,lastname,commonname,display_name,jerseyname,birthdate,age,nationality,gender,preferredfoot,preferredposition1,preferredposition2,preferredposition3,preferredposition4,preferredposition5,preferredposition6,preferredposition7,role1,role2,role3,role4,role5,overallrating,potential,internationalrep,pacdiv,shohan,paskic,driref,defspe,phypos,gkdiving,gkhandling,gkkicking,gkpositioning,gkreflexes,crossing,finishing,headingaccuracy,shortpassing,volleys,defensiveawareness,standingtackle,slidingtackle,dribbling,curve,freekickaccuracy,longpassing,ballcontrol,shotpower,jumping,stamina,strength,longshots,acceleration,sprintspeed,agility,reactions,balance,aggression,composure,interceptions,positioning,vision,penalties,trait1,trait2,icontrait1,icontrait2,skillmoves,skillmoveslikelihood,weakfootabilitytypecode,height,weight,contractvaliduntil,playerjointeamdate,isretiring,teamid,teamname,jerseynumber,squad_position,leagueid,leaguename,league_level,form,injury,leagueappearances,leaguegoals,leaguegoalsprevmatch,leaguegoalsprevthreematches,yellows,reds,istopscorer,isamongtopscorers,isamongtopscorersinteam
28_09_2025,277039,0,,,,Alara,,154907,18,21,1,2,12,18,23,-1,-1,-1,-1,25,24,32,0,0,74,87,1,71,73,73,74,59,69,12,5,15,12,9,70,74,51,75,57,55,66,54,73,68,68,73,77,74,68,67,74,76,67,74,73,70,66,57,69,59,72,74,67,0,0,0,0,2,3,3,174,60,2030,161759,0,116016,Everton,15,29,2216,Barclays WSL,1,3,0,0,3,0,0,0,0,0,0,0
28_09_2025,277427,0,,,,Nico O'Reilly,,154291,20,14,0,2,7,14,16,-1,-1,-1,-1,9,47,18,0,0,80,86,1,83,70,77,77,77,77,7,13,8,7,12,80,68,78,79,63,76,79,75,80,75,59,74,77,79,86,76,78,69,79,86,75,78,69,75,78,77,73,78,63,16777220,0,0,0,2,2,2,193,77,2030,160237,0,1318,England,33,7,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,277482,0,,,,Leo Sauer,,154561,19,43,0,1,27,16,-1,-1,-1,-1,-1,38,39,0,0,0,73,86,1,88,63,65,76,40,60,8,6,9,14,12,68,66,40,69,55,40,46,35,81,64,50,63,75,65,65,73,62,62,86,91,83,69,77,38,64,34,63,64,56,1048576,0,0,0,3,2,3,183,73,2028,160967,0,246,Feyenoord,16,29,10,Eredivisie,1,3,0,0,3,0,0,0,0,0,0,1
28_09_2025,277581,0,,,,Samu,,153971,21,45,0,1,25,-1,-1,-1,-1,-1,-1,41,0,0,0,0,80,87,1,79,79,58,68,36,83,11,12,11,8,8,50,83,83,68,70,30,33,21,71,57,50,57,72,82,94,75,91,73,75,85,57,79,50,74,74,34,83,55,60,536870928,0,0,0,2,2,3,193,90,2029,161390,0,236,FC Porto,9,29,308,Liga Portugal,1,3,0,0,13,0,0,0,0,0,1,1
28_09_2025,277633,0,,,,Riley Jackson,,154547,19,95,1,1,14,10,-1,-1,-1,-1,-1,18,15,0,0,0,73,87,1,64,64,72,74,65,57,7,12,9,11,9,71,61,59,78,61,65,68,57,76,69,70,70,82,68,59,68,47,68,70,61,64,69,67,66,68,70,71,68,64,0,0,0,0,1,1,3,172,57,2028,160994,0,116303,NC Courage,16,9,2221,NWSL,1,3,0,0,2,0,0,0,0,0,0,1
28_09_2025,277643,0,,,,Lamine Yamal,,155135,18,45,0,2,23,12,-1,-1,-1,-1,-1,136,35,126,0,0,90,95,5,86,83,87,91,25,60,9,13,7,10,7,89,83,33,88,70,23,27,28,92,91,69,84,92,83,64,73,60,86,88,84,94,88,83,45,84,18,88,89,76,37757313,0,1048576,0,4,4,3,180,72,2031,160602,0,1362,Spain,10,23,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,277689,0,,,,Conrad Harder,,154308,20,13,0,2,25,18,27,-1,-1,-1,-1,41,42,44,32,39,76,85,1,75,77,66,72,30,76,13,8,12,8,9,65,76,76,71,66,31,22,23,74,73,55,59,73,85,89,64,81,81,76,75,72,73,69,78,73,25,75,70,63,536870916,0,0,0,2,2,3,185,71,2030,161760,0,1331,Denmark,9,28,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,277699,0,,,,Sydney Schertenleib,,154971,18,47,1,1,18,14,27,25,-1,-1,-1,32,19,38,0,0,76,91,1,77,63,71,77,53,68,9,15,12,9,8,63,60,62,81,55,46,57,50,80,46,48,77,82,66,78,60,74,74,77,77,75,71,68,58,60,57,73,76,58,1048576,0,0,0,2,2,3,178,63,2027,161457,0,116325,FC Barcelona,6,13,2222,Liga F Moeve,1,3,0,0,4,0,0,0,0,0,0,0
28_09_2025,277846,0,,,,Nico Paz,,154097,21,52,0,2,18,14,-1,-1,-1,-1,-1,31,32,0,0,0,82,89,1,79,75,79,83,51,65,14,10,15,12,8,72,77,48,84,62,36,65,45,87,72,72,81,86,73,68,77,68,79,78,80,80,76,61,43,78,59,75,81,61,1057025,0,0,0,3,3,3,186,81,2028,161389,0,1369,Argentina,14,29,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,277869,0,,,,Michael Kayode,,154037,21,27,0,1,3,12,-1,-1,-1,-1,-1,5,0,0,0,0,81,85,1,83,41,71,76,78,78,9,8,8,14,14,80,33,69,75,50,79,80,78,77,73,34,64,75,54,84,81,78,39,84,82,78,79,71,75,76,80,72,72,40,16384,0,134217728,0,2,2,3,179,70,2030,161668,0,1925,Brentford,33,3,13,Premier League,1,5,0,0,1,0,0,0,0,0,0,0
28_09_2025,277909,0,,,,Eli Junior Kroupi,,154750,19,18,0,1,25,18,-1,-1,-1,-1,-1,43,42,32,41,0,78,91,1,80,79,68,79,48,60,14,6,7,13,13,57,81,72,77,77,42,55,46,81,70,56,70,82,80,85,67,59,79,82,81,76,79,72,49,78,39,80,68,74,193,0,0,0,3,4,4,179,70,2030,161715,0,115486,*TeamName_Abbr15_115486,26,28,13,Premier League,1,3,0,0,8,0,0,0,0,0,0,1
28_09_2025,277926,0,,,,Manaka Matsukubo,,154055,21,163,1,1,25,18,-1,-1,-1,-1,-1,142,43,32,0,0,79,88,1,72,78,71,81,50,65,7,6,6,11,6,61,86,69,84,71,40,57,40,80,57,60,64,86,69,75,69,67,78,71,73,76,81,80,59,66,53,84,70,67,0,0,0,0,2,2,4,155,48,2026,160966,0,116303,NC Courage,34,18,2221,NWSL,1,3,0,0,11,1,4,0,0,0,1,1
28_09_2025,277927,0,,,,Melanie Barcenas,,155244,17,95,1,2,16,18,27,-1,-1,-1,-1,27,28,32,0,0,72,86,1,68,64,67,75,50,61,6,13,13,8,9,65,66,66,78,55,36,63,51,78,46,53,67,81,63,71,64,61,66,71,66,72,65,55,60,62,46,68,63,54,1048576,0,0,0,3,3,4,165,58,2026,160905,0,116312,San Diego Wave,7,29,2221,NWSL,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,277951,0,,,,Lily Yohannes,,155104,18,95,1,1,14,10,18,-1,-1,-1,-1,21,16,0,0,0,77,90,1,72,74,72,80,66,65,8,7,12,10,12,59,74,56,79,56,66,69,63,83,59,56,75,81,80,68,75,61,78,71,73,77,73,67,63,63,69,70,78,58,0,0,0,0,2,1,2,173,59,2028,161704,0,116033,OL Lyonnes,20,28,2218,Arkema PL,1,3,0,0,3,0,0,0,0,0,0,0
28_09_2025,277954,0,,,,Kenan Yıldız,,154335,20,48,0,1,18,16,27,14,-1,-1,-1,31,33,32,30,39,81,89,1,84,79,76,84,40,66,14,14,6,8,14,77,79,74,77,78,32,36,50,88,80,70,70,87,80,83,72,68,79,86,84,84,77,74,50,77,39,79,80,73,1053056,0,0,0,3,3,5,185,75,2029,160857,0,45,Juventus,10,19,31,Serie A Enilive,1,5,0,0,9,0,0,0,0,0,1,1
28_09_2025,278046,0,,,,Pau Cubarsí,,154963,18,45,0,1,5,-1,-1,-1,-1,-1,-1,13,11,0,0,0,83,88,3,73,42,67,78,83,76,10,6,14,7,14,32,41,84,86,41,83,84,83,78,22,33,86,82,51,87,70,77,35,72,74,67,83,62,80,80,83,54,75,41,1024,0,0,0,1,1,4,183,79,2029,160967,0,241,FC Barcelona,5,4,53,LALIGA EA SPORTS,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,278061,0,,,,Tidiam Gomis,,154796,19,18,0,1,16,12,25,27,-1,-1,-1,30,27,26,42,0,70,85,1,85,59,60,73,30,52,15,14,13,10,13,63,62,34,60,53,26,37,34,76,62,42,52,75,65,56,57,54,45,82,89,79,57,77,42,70,27,73,69,60,0,0,0,0,3,2,3,183,71,2030,161550,0,110500,Braunschweig,14,29,20,Bundesliga 2,2,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,278194,0,,,,Lucía Corrales,,154539,19,45,1,2,7,16,-1,-1,-1,-1,-1,9,0,0,0,0,74,85,1,77,52,69,75,71,64,8,9,13,6,9,70,60,60,75,32,73,72,71,78,72,70,67,78,45,74,74,62,47,77,80,79,60,50,55,56,75,61,61,39,135266304,0,0,0,3,2,3,172,60,2030,161768,0,132176,London City,7,29,2216,Barclays WSL,1,2,0,0,0,0,0,0,0,0,0,0
28_09_2025,278195,0,,,,Olaya Rodríguez,,154489,19,45,1,1,18,27,14,-1,-1,-1,-1,31,38,18,0,0,73,85,1,75,65,71,72,52,63,13,11,8,12,10,71,60,65,74,35,41,60,51,73,69,76,67,76,74,69,71,56,75,75,75,72,73,70,70,60,50,72,73,71,0,0,0,0,2,2,2,164,51,2028,161698,0,131720,RC Deportivo,8,14,2222,Liga F Moeve,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,278225,0,,,,Tara Elimbi Gilbert,,154371,20,18,1,2,7,16,-1,-1,-1,-1,-1,10,9,27,0,0,77,85,1,80,39,67,70,73,58,9,14,10,12,7,77,39,63,75,29,78,72,68,64,55,49,57,79,42,64,88,44,35,80,80,76,75,74,55,58,74,55,56,39,2097152,0,0,0,2,1,3,162,55,2027,160821,0,116034,Paris SG,20,16,2218,Arkema PL,1,5,0,0,2,0,0,0,0,0,0,1
28_09_2025,278318,0,,,,Aleksandar Stanković,,154426,20,51,0,1,10,14,5,-1,-1,-1,-1,15,18,13,0,0,73,85,1,66,66,68,67,70,69,15,14,14,13,9,53,62,72,75,50,70,71,70,65,48,66,75,73,78,75,72,65,72,67,66,60,73,61,75,71,70,65,72,49,589832,0,0,0,2,2,3,185,80,2029,161721,0,231,Club Brugge,25,13,4,1A Pro League,1,3,0,0,4,0,0,0,0,0,0,0
28_09_2025,278340,0,,,,Pietro Comuzzo,,154262,20,27,0,1,5,-1,-1,-1,-1,-1,-1,12,11,0,0,0,75,86,1,61,30,51,58,78,70,14,8,15,7,6,44,30,75,67,24,80,77,75,49,31,20,51,69,42,75,69,66,23,61,62,52,76,65,79,72,79,26,44,24,0,0,0,0,1,1,2,185,75,2028,160967,0,110374,Fiorentina,15,28,31,Serie A Enilive,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,278349,0,,,,Dean Huijsen,,154315,20,45,0,1,5,-1,-1,-1,-1,-1,-1,13,12,0,0,0,82,88,3,71,55,72,72,82,76,12,7,14,14,8,50,45,83,85,41,81,83,82,73,65,49,83,81,71,86,68,79,64,68,74,53,81,33,79,78,81,59,75,68,820224,0,0,0,1,1,5,196,86,2030,161668,0,1362,Spain,21,6,78,Men's National,5,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,278499,0,,,,Alejandro Granados,,154726,19,45,0,2,14,18,10,-1,-1,-1,-1,18,0,0,0,0,65,85,1,68,58,68,67,49,54,6,10,10,13,5,62,52,50,74,61,53,49,44,69,72,68,67,70,70,57,60,52,67,70,67,66,60,67,51,63,49,60,68,45,0,0,0,0,1,1,4,180,78,2027,161344,0,231,Club Brugge,70,29,4,1A Pro League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,278567,0,,,,João Costa,,154298,20,38,0,2,12,16,7,3,-1,-1,-1,24,23,28,10,0,72,86,1,87,69,63,72,49,58,9,12,7,10,11,68,65,49,64,73,46,53,47,74,70,60,58,76,74,68,73,59,77,90,87,71,64,62,38,66,53,68,62,72,0,0,0,0,2,1,3,178,69,2028,161396,0,112096,Al Ettifaq,18,16,350,Saudi Pro League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,278661,0,,,,Yarek,,154223,20,45,0,2,5,7,-1,-1,-1,-1,-1,11,7,0,0,0,76,85,1,66,52,65,67,77,73,9,8,10,6,11,53,50,76,76,41,78,77,77,63,50,34,73,71,60,81,67,74,55,64,68,67,76,67,74,70,77,40,67,53,0,0,0,0,1,1,3,192,75,2030,161707,0,247,PSV,3,28,10,Eredivisie,1,1,0,0,3,0,0,0,0,0,0,0
28_09_2025,278773,0,,,,Myles Lewis-Skelly,,154845,19,14,0,2,7,14,-1,-1,-1,-1,-1,47,8,18,0,0,78,87,1,74,60,74,77,76,78,11,10,6,12,9,73,56,74,78,58,76,78,75,77,74,45,75,78,69,84,75,79,63,75,73,69,77,84,81,79,77,72,76,55,16777216,0,0,0,2,1,3,178,72,2030,161063,0,106,Sunderland,4,28,13,Premier League,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,278780,0,,,,Finn Jeltsch,,154774,19,21,0,1,5,-1,-1,-1,-1,-1,-1,11,0,0,0,0,74,87,1,69,38,57,63,74,73,9,12,9,6,5,45,33,69,69,29,73,80,75,60,43,33,64,67,53,77,67,76,35,64,73,59,72,65,71,66,73,41,54,48,0,0,0,0,1,1,4,187,86,2030,161550,0,36,VfB Stuttgart,29,4,19,Bundesliga,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,278901,0,,,,Ayyoub Bouaddi,,155216,17,18,0,1,10,14,-1,-1,-1,-1,-1,14,17,49,20,0,77,86,1,75,58,73,76,72,73,9,7,12,12,8,59,59,67,81,46,69,77,68,77,62,52,79,78,61,78,78,73,56,76,74,69,73,64,68,76,76,67,79,54,1048576,0,0,0,2,2,3,186,72,2029,161018,0,65,LOSC Lille,32,9,16,Ligue 1 McDonald's,1,4,0,0,0,0,0,0,0,0,0,0
28_09_2025,278903,0,,,,Jérémy Jacquet,,154405,20,18,0,1,5,-1,-1,-1,-1,-1,-1,13,11,0,0,0,76,85,1,64,38,59,62,75,76,10,11,10,14,13,45,36,76,73,23,76,79,76,61,49,28,66,67,44,82,64,81,37,57,70,53,72,53,79,68,72,41,53,42,0,0,0,0,1,1,2,188,77,2029,160683,0,74,Stade Rennais FC,97,29,16,Ligue 1 McDonald's,1,3,0,0,0,0,0,0,0,0,0,0
28_09_2025,279015,0,,,,Victor Froholdt,,154632,19,13,0,1,14,10,18,-1,-1,-1,-1,22,16,0,0,0,78,88,1,77,69,74,77,76,77,13,8,5,6,10,67,69,59,80,62,80,79,76,80,66,56,74,78,73,73,91,67,68,78,77,77,82,75,84,78,79,80,76,60,8192,0,0,0,2,3,4,187,74,2030,161720,0,236,FC Porto,8,13,308,Liga Portugal,1,5,0,0,4,0,0,0,0,0,0,1
28_09_2025,279044,0,,,,Geovany Quenda,,155061,18,38,0,2,12,16,18,23,-1,-1,-1,23,27,33,0,0,77,88,1,85,64,73,79,41,67,7,12,11,15,10,71,64,36,74,66,47,42,37,82,72,71,72,82,68,66,76,68,65,88,83,84,64,81,55,70,40,74,75,56,1061120,0,0,0,3,4,4,172,71,2027,161316,0,237,Sporting CP,7,28,308,Liga Portugal,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,279173,0,,,,Franco Mastantuono,,155167,18,52,0,2,12,23,18,-1,-1,-1,-1,26,25,36,32,0,78,88,1,76,71,75,80,50,66,7,13,10,6,9,72,70,48,78,65,50,51,49,83,74,75,72,80,73,67,74,61,73,79,74,82,75,80,70,79,54,76,78,71,8,0,0,0,2,2,3,178,74,2031,161742,0,1943,AFC Bournemouth,14,29,13,Premier League,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,279202,0,,,,Francesco Camarda,,155376,17,27,0,1,25,-1,-1,-1,-1,-1,-1,41,0,0,0,0,66,87,1,67,66,51,66,24,54,11,9,15,12,15,42,69,67,61,61,18,22,16,68,50,42,49,69,68,66,55,61,64,65,68,66,61,66,40,59,22,61,48,76,0,0,0,0,2,2,3,184,77,2027,161453,0,347,Lecce,22,29,31,Serie A Enilive,1,3,0,0,1,0,0,0,0,0,0,0
28_09_2025,279604,0,,,,Jauregizar,,153797,21,45,0,1,14,10,-1,-1,-1,-1,-1,18,0,0,0,0,80,87,1,72,72,76,79,76,79,6,9,5,13,6,65,74,65,81,60,76,80,68,77,73,69,80,80,76,77,87,75,77,75,71,78,83,83,84,79,83,74,82,55,67305472,0,0,0,2,1,4,177,74,2031,160967,0,448,Athletic Club,18,11,53,LALIGA EA SPORTS,1,2,0,0,2,0,0,0,0,0,0,1
28_09_2025,279699,0,,,,Claire Hutton,,154587,19,95,1,2,14,10,-1,-1,-1,-1,-1,19,20,15,0,0,75,85,1,64,65,70,77,70,68,14,10,12,5,7,61,60,55,80,56,67,75,68,81,52,57,71,83,68,66,73,69,76,63,66,56,70,69,68,68,77,69,72,50,524288,0,0,0,2,3,4,168,60,2026,161923,0,131477,Bay FC,8,29,2221,NWSL,1,3,0,0,0,0,0,0,0,0,0,0
